Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
SAN,"San Diego, CA: San Diego International",2008/05,5,May,2008,465,698,811,4,16,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,52,1996,2,6300,8350,20511,32095,25690,233,79506,977
SAN,"San Diego, CA: San Diego International",2008/06,6,June,2008,575,907,796,4,42,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,47,2325,14,5964,8350,28721,50659,29607,216,112307,3104
SAN,"San Diego, CA: San Diego International",2008/07,7,July,2008,487,653,342,2,34,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,58,1516,0,7039,8613,24482,40063,15249,52,82550,2704
SAN,"San Diego, CA: San Diego International",2008/08,8,August,2008,452,608,334,2,41,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,46,1437,7,6856,8346,21751,34449,13513,73,73938,4152
SAN,"San Diego, CA: San Diego International",2008/09,9,September,2008,273,243,184,1,9,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,59,710,1,6361,7131,12269,11810,5670,44,30087,294
SAN,"San Diego, CA: San Diego International",2008/10,10,October,2008,260,225,236,4,41,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,79,765,55,6465,7364,11722,10527,7428,122,33287,3488
SAN,"San Diego, CA: San Diego International",2008/11,11,November,2008,266,312,278,2,40,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,72,898,53,5894,6917,13255,17044,12585,47,47169,4238
SAN,"San Diego, CA: San Diego International",2008/12,12,December,2008,575,950,665,4,72,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,201,2265,110,4509,7085,32137,64173,29199,116,132395,6770
SAN,"San Diego, CA: San Diego International",2009/01,1,January,2009,347,424,315,3,41,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,94,1127,33,5665,6919,17060,20567,11168,58,51843,2990
SAN,"San Diego, CA: San Diego International",2009/02,2,Febuary,2009,358,408,467,2,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,59,1257,6,5003,6325,17426,21322,14463,49,54697,1437
SAN,"San Diego, CA: San Diego International",2009/03,3,March,2009,370,476,383,1,40,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,70,1268,13,5701,7052,16791,24612,12724,43,56470,2300
SAN,"San Diego, CA: San Diego International",2009/04,4,April,2009,329,484,231,4,26,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",13,33,1074,8,5709,6824,15089,25543,7792,126,50589,2039
SAN,"San Diego, CA: San Diego International",2009/05,5,May,2009,314,451,219,1,17,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",14,35,1002,20,6121,7178,14799,22431,7221,39,45573,1083
SAN,"San Diego, CA: San Diego International",2009/06,6,June,2009,491,706,529,4,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",14,63,1755,4,5474,7296,24501,39083,18805,154,84950,2407
SAN,"San Diego, CA: San Diego International",2009/07,7,July,2009,487,613,313,1,34,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",14,31,1448,4,6070,7553,21784,31314,10720,21,66262,2423
SAN,"San Diego, CA: San Diego International",2009/08,8,August,2009,388,445,254,5,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",14,20,1128,7,6227,7382,18054,24167,8946,168,54085,2750
SAN,"San Diego, CA: San Diego International",2009/09,9,September,2009,255,242,142,2,28,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",14,31,664,14,5927,6636,10939,10460,4555,39,27558,1565
SAN,"San Diego, CA: San Diego International",2009/10,10,October,2009,441,617,472,6,20,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,60,1555,38,5179,6832,17707,28157,14982,159,62505,1500
SAN,"San Diego, CA: San Diego International",2009/11,11,November,2009,223,170,97,2,20,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,54,508,45,5764,6371,9985,8199,2833,74,22348,1257
SAN,"San Diego, CA: San Diego International",2009/12,12,December,2009,424,624,427,6,46,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,103,1530,27,4901,6561,19155,32122,15637,175,70135,3046
SAN,"San Diego, CA: San Diego International",2010/01,1,January,2010,306,384,229,6,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,136,963,30,5209,6338,13933,19421,8345,631,44381,2051
SAN,"San Diego, CA: San Diego International",2010/02,2,Febuary,2010,292,344,156,6,28,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,113,826,4,4900,5843,13379,18512,4838,145,38464,1590
SAN,"San Diego, CA: San Diego International",2010/03,3,March,2010,316,456,140,6,32,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,54,947,13,5601,6615,13969,22766,4227,247,42845,1636
SAN,"San Diego, CA: San Diego International",2010/04,4,April,2010,328,367,219,2,14,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,21,929,9,5534,6493,14388,17133,6258,169,38549,601
SAN,"San Diego, CA: San Diego International",2010/05,5,May,2010,370,496,291,0,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,54,1185,7,5707,6953,16514,26802,9374,15,54898,2193
SAN,"San Diego, CA: San Diego International",2010/06,6,June,2010,433,571,273,1,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,54,1304,3,5620,6981,21826,31178,9353,50,63940,1533
SAN,"San Diego, CA: San Diego International",2010/07,7,July,2010,486,557,221,3,38,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,45,1306,5,5777,7133,25182,28624,7885,111,63804,2002
SAN,"San Diego, CA: San Diego International",2010/08,8,August,2010,338,462,172,4,20,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,25,995,4,5967,6991,14946,22162,5660,99,44174,1307
SAN,"San Diego, CA: San Diego International",2010/09,9,September,2010,253,292,243,1,29,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,22,820,8,5412,6262,10421,13025,7057,25,32218,1690
SAN,"San Diego, CA: San Diego International",2010/10,10,October,2010,378,485,284,4,21,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,46,1169,25,5281,6521,15782,25181,9516,111,52382,1792
SAN,"San Diego, CA: San Diego International",2010/11,11,November,2010,348,449,319,2,18,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,54,1136,45,4914,6149,13818,22617,10566,48,48560,1511
SAN,"San Diego, CA: San Diego International",2010/12,12,December,2010,558,830,475,2,74,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,119,1941,67,4245,6372,26440,47530,17984,69,98763,6740
SAN,"San Diego, CA: San Diego International",2011/01,1,January,2011,437,527,223,10,33,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,82,1230,5,4977,6294,19041,26131,7563,517,55034,1782
SAN,"San Diego, CA: San Diego International",2011/02,2,Febuary,2011,368,562,432,4,35,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,109,1402,9,4217,5737,16816,29204,15137,136,63555,2262
SAN,"San Diego, CA: San Diego International",2011/03,3,March,2011,416,573,460,2,36,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,80,1488,27,4937,6532,18184,28912,15655,89,65847,3007
SAN,"San Diego, CA: San Diego International",2011/04,4,April,2011,438,601,398,6,18,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,67,1460,6,4667,6200,20581,31729,13462,163,67498,1563
SAN,"San Diego, CA: San Diego International",2011/05,5,May,2011,422,528,272,5,38,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,71,1265,8,5174,6518,18457,29440,10530,118,62126,3581
SAN,"San Diego, CA: San Diego International",2011/06,6,June,2011,491,594,284,1,30,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,62,1398,8,5155,6623,25644,32318,10266,32,70526,2266
SAN,"San Diego, CA: San Diego International",2011/07,7,July,2011,397,516,143,1,35,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,68,1088,3,5706,6865,20676,31184,5465,19,59870,2526
SAN,"San Diego, CA: San Diego International",2011/08,8,August,2011,392,449,170,2,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,83,1038,4,5654,6779,20756,24023,6736,38,54006,2453
SAN,"San Diego, CA: San Diego International",2011/09,9,September,2011,249,320,183,1,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,89,770,18,5290,6167,12924,15398,5520,34,34989,1113
SAN,"San Diego, CA: San Diego International",2011/10,10,October,2011,276,296,293,3,45,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,59,911,34,5320,6324,12609,15275,9284,73,40126,2885
SAN,"San Diego, CA: San Diego International",2011/11,11,November,2011,264,308,312,5,28,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,42,919,9,5010,5980,13110,14756,9615,121,39026,1424
SAN,"San Diego, CA: San Diego International",2011/12,12,December,2011,292,308,192,3,21,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,72,819,41,5384,6316,12906,15708,5412,59,37234,3149
SAN,"San Diego, CA: San Diego International",2012/01,1,January,2012,257,316,181,3,45,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,98,804,53,5164,6119,13343,18239,6275,73,42745,4815
SAN,"San Diego, CA: San Diego International",2012/02,2,Febuary,2012,257,244,193,4,10,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,42,709,3,5124,5878,12425,11478,5473,192,30107,539
SAN,"San Diego, CA: San Diego International",2012/03,3,March,2012,311,410,241,3,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,63,981,9,5474,6527,14968,23026,7080,79,46577,1424
SAN,"San Diego, CA: San Diego International",2012/04,4,April,2012,287,341,206,2,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,59,863,11,5396,6329,14435,18038,6324,53,40752,1902
SAN,"San Diego, CA: San Diego International",2012/05,5,May,2012,332,309,159,1,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,50,832,4,5689,6575,16506,17502,5906,27,42059,2118
SAN,"San Diego, CA: San Diego International",2012/06,6,June,2012,463,505,204,2,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,60,1197,5,5510,6772,24077,30129,6854,66,63023,1897
SAN,"San Diego, CA: San Diego International",2012/07,7,July,2012,497,616,195,2,46,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,63,1357,4,5611,7035,25039,40376,7897,66,76668,3290
SAN,"San Diego, CA: San Diego International",2012/08,8,August,2012,455,587,206,4,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,41,1277,24,5525,6867,22166,35514,8600,249,68662,2133
SAN,"San Diego, CA: San Diego International",2012/09,9,September,2012,306,399,238,3,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,27,974,7,5177,6185,15940,21303,8153,81,47013,1536
SAN,"San Diego, CA: San Diego International",2012/10,10,October,2012,381,453,338,7,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,135,1216,62,5014,6427,18827,24431,12607,253,60346,4228
SAN,"San Diego, CA: San Diego International",2012/11,11,November,2012,300,346,218,3,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,117,893,58,5019,6087,14851,20787,7124,69,46890,4059
SAN,"San Diego, CA: San Diego International",2012/12,12,December,2012,515,656,404,5,18,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,75,1596,13,4640,6324,23839,35693,12568,121,73476,1255
SAN,"San Diego, CA: San Diego International",2013/01,1,January,2013,334,311,223,1,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.",13,42,886,9,5183,6120,16337,14246,7504,24,39984,1873
